0.787686449,0.712791866,1
0.690686338,0.635451735,1
0.54888472,0.632674484,1
0.313880405,0.377015539,0
0.411819669,0.275479095,0
0.373221176,0.203865704,0
0.389278447,0.187754649,0
0.336018456,0.451546392,0
0.677441499,0.677628948,1
0.55335076,0.808954074,1
0.602122649,0.567142831,1
0.4317077,0.214142843,0
0.411129511,0.368134212,0
0.368076574,0.450158168,0
0.810101427,0.410774927,1
0.649575622,0.619984875,1
0.37060136,0.335164313,0
0.56848291,0.772196482,1
0.387503924,0.201751909,0
0.800938959,0.597185803,1
0.447273737,0.319528433,0
0.421444531,0.306566911,0
0.357642781,0.31486826,0
0.405166772,0.355953314,0
0.145774333,0.369188832,0
0.378667685,0.20474675,0
0.195168014,0.404754021,0
0.520764342,0.620423242,1
0.597594339,0.439932992,1
0.48944559,0.442265789,0
0.74897202,0.614468938,1
0.25369705,0.434791737,0
0.595920327,0.508602122,1
0.646147552,0.644339912,1
0.804766975,0.782239441,1
0.317437964,0.33472419,0
0.254991266,0.188503377,0
0.293002984,0.117609932,0
0.370889928,0.302440818,0
0.380496124,0.216357317,0
0.61900951,0.645769195,1
0.687496531,0.649213819,1
0.444243443,0.309523391,0
0.840289485,0.504137644,1
0.692520962,0.707313235,1
0.180868543,0.340424846,0
0.593791452,0.361966623,0
0.681046176,0.628160221,1
0.389125875,0.361446149,0
0.313967428,0.304404683,0
0.472566005,0.254838577,0
0.694014867,0.743211228,1
0.8107614,0.777738847,1
0.817071431,0.691509751,1
0.789703894,0.803419032,1
0.317950034,0.296745786,0
0.291619633,0.227019197,0
0.714424342,0.673349123,1
0.611048627,0.331572605,0
0.997328776,0.509663656,1
0.771073678,0.646667578,1
0.703550312,0.813397681,1
0.406828757,0.363198426,0
0.604420101,0.6395674,1
0.591406761,0.535510654,1
0.799991574,0.718302319,1
0.829883483,0.689637741,1
0.459479404,0.347863716,0
0.558179644,0.637708413,1
0.709981115,0.833934533,1
0.450370299,0.809676607,1
0.696103609,0.716964738,1
0.715651872,0.577678351,1
0.52253479,0.622091234,1
0.522735052,0.785632266,1
0.351932908,0.417832752,0
0.694625316,0.618455666,1
0.597309366,0.798303866,1
0.547859978,0.240121517,0
0.683016724,0.513004735,1
0.451778025,0.426777698,0
0.74184492,0.625182477,1
0.313651998,0.339186566,0
0.543634983,0.386745084,0
0.464947509,0.295680474,0
0.51327454,0.517276035,0
0.405770386,0.372669827,0
0.699862381,0.584848033,1
0.707794506,0.573053736,1
0.477419334,0.429267621,0
0.382391003,0.831449128,1
0.545478173,0.203267212,0
0.331707869,0.361126648,0
0.399128593,0.370917795,0
0.607894095,0.855855309,1
0.44278871,0.452245168,0
0.526234217,0.679639677,1
0.626981456,0.592809256,1
0.279992841,0.085763188,0
0.4889977,0.298530367,0
0.76912259,0.590636421,1
0.514876491,0.241022155,0
0.429912435,0.706263574,1
0.604233756,0.287301854,0
0.319417088,0.472502543,0
0.421783122,0.293382468,0
0.289670717,0.303661874,0
0.631081143,0.711050421,1
0.518816258,0.236914125,0
0.662545421,0.676852251,1
0.451712447,0.381928448,0
0.400580105,0.230649206,0
0.674345619,0.761721559,1
0.683641073,0.54358263,1
0.604126481,0.665726585,1
0.486163497,0.218602749,0
0.496852703,0.393994868,0
0.581126753,0.77808608,1
0.449995996,0.292288312,0
0.63560833,0.535464118,1
0.30629063,0.298225714,0
0.264861526,0.299089891,0
0.517449137,0.909991179,1
0.327140215,0.274418198,0
0.778583975,0.835073543,1
0.483749532,0.181226363,0
0.365057947,0.328382212,0
0.31269923,0.273043583,0
0.355636112,0.363645679,0
0.375643945,0.266094905,0
0.668937459,0.595868875,1
0.348677192,0.30317551,0
0.648766499,0.53799948,1
0.531688619,0.432030706,0
0.570160429,0.673006027,1
0.235385437,0.338843978,0
0.200470919,0.28230334,0
0.349501713,0.335900119,0
0.917989835,0.639100662,1
0.324829918,0.386624697,0
0.54172929,0.538727816,1
0.752699885,0.732320877,1
0.691776073,0.47194779,1
0.879766965,0.659191451,1
0.38225603,0.31690918,0
0.378761972,0.274072704,0
0.904635187,0.62118495,1
0.656751651,0.808062391,1
0.354544147,0.306667564,0
0.397484321,0.301975935,0
0.318123729,0.313386434,0
0.431296736,0.505296807,0
0.759694332,0.669720047,1
0.616463611,0.672043497,1
0.533879458,0.726821742,1
0.512013455,0.528576468,0
0.652319011,0.512407417,1
0.407486113,0.321128087,0
0.740043003,0.560255442,1
0.389579726,0.336115482,0
0.461046718,0.241396614,0
0.329358102,0.584378957,0
0.278969833,0.333667618,0
0.460011918,0.382135838,0
0.731950054,0.77234407,1
0.77004759,0.701071677,1
0.5634569,0.732434688,1
0.494258953,0.409165271,0
0.642879318,0.651516084,1
0.46419579,0.267996658,0
0.415350534,0.353237183,0
0.777147246,0.676399324,1
0.626125472,0.666575815,1
0.253920504,0.271772013,0
0.440637379,0.27963343,0
0.629467885,0.602978913,1
0.532149024,0.670898945,1
0.354667403,0.479083144,0
0.670770046,0.719989552,1
0.647809983,0.695903298,1
